Transaction ID,Date,Gender,Age,Age Group,Product Category,Quantity,Price per Unit,Total Amount
911,2023-05-21,Male,42,Middle Age,Electronics,3,300,900
912,2023-01-24,Male,51,Middle Age,Beauty,3,50,150
913,2023-01-28,Male,29,Adolescent,Electronics,3,30,90
914,2023-10-11,Female,59,Old,Electronics,1,500,500
915,2023-05-30,Female,26,Adolescent,Beauty,3,30,90
916,2023-12-24,Female,32,Middle Age,Electronics,1,50,50
917,2023-03-06,Female,57,Old,Electronics,4,50,200
918,2023-11-23,Female,42,Middle Age,Electronics,3,30,90
919,2023-09-09,Female,22,Adolescent,Beauty,2,25,50
920,2023-02-22,Female,28,Adolescent,Beauty,3,25,75
921,2023-01-07,Male,51,Middle Age,Electronics,3,25,75
922,2023-10-21,Male,41,Middle Age,Electronics,1,50,50
923,2023-05-26,Male,32,Middle Age,Beauty,3,300,900
924,2023-08-29,Male,55,Old,Beauty,2,50,100
925,2023-09-03,Male,25,Adolescent,Electronics,1,300,300
926,2023-08-14,Male,22,Adolescent,Electronics,1,30,30
927,2023-06-24,Male,43,Middle Age,Electronics,4,500,2000
928,2023-04-05,Female,35,Middle Age,Clothing,4,300,1200
929,2023-01-27,Female,23,Adolescent,Beauty,3,25,75
930,2023-05-10,Male,54,Middle Age,Clothing,4,50,200
931,2023-09-02,Male,30,Adolescent,Beauty,4,30,120
932,2023-02-28,Female,45,Middle Age,Beauty,4,25,100
933,2023-02-03,Male,22,Adolescent,Beauty,1,30,30
934,2023-07-25,Male,30,Adolescent,Beauty,1,500,500
935,2023-09-09,Female,34,Middle Age,Beauty,1,50,50
936,2023-02-07,Male,57,Old,Beauty,4,50,200
937,2023-10-23,Female,62,Old,Beauty,1,500,500
938,2023-11-19,Male,49,Middle Age,Clothing,4,50,200
939,2023-12-18,Female,46,Middle Age,Electronics,1,300,300
940,2023-01-28,Female,20,Adolescent,Electronics,1,30,30
941,2023-03-19,Female,57,Old,Clothing,2,25,50
942,2023-03-18,Male,51,Middle Age,Clothing,3,500,1500
943,2023-10-16,Female,57,Old,Clothing,4,300,1200
944,2023-06-05,Male,44,Middle Age,Clothing,2,25,50
945,2023-02-13,Male,30,Adolescent,Beauty,1,25,25
946,2023-05-08,Male,62,Old,Electronics,4,500,2000
947,2023-03-02,Male,50,Middle Age,Beauty,1,300,300
948,2023-10-13,Female,23,Adolescent,Electronics,3,25,75
949,2023-08-02,Female,41,Middle Age,Electronics,2,25,50
950,2023-11-07,Male,36,Middle Age,Clothing,3,300,900
951,2023-11-02,Male,33,Middle Age,Beauty,2,50,100
952,2023-11-13,Female,57,Old,Clothing,1,25,25
953,2023-04-26,Male,45,Middle Age,Beauty,3,30,90
954,2023-09-25,Female,50,Middle Age,Electronics,3,300,900
955,2023-07-14,Male,58,Old,Clothing,1,25,25
956,2023-08-19,Male,30,Adolescent,Clothing,3,500,1500
957,2023-08-15,Female,60,Old,Electronics,4,30,120
958,2023-06-02,Male,62,Old,Electronics,2,25,50
959,2023-10-29,Female,42,Middle Age,Electronics,2,30,60
960,2023-08-08,Male,59,Old,Clothing,2,30,60
961,2023-06-06,Male,53,Middle Age,Beauty,4,50,200
962,2023-10-19,Male,44,Middle Age,Clothing,2,30,60
963,2023-11-14,Female,55,Old,Beauty,1,50,50
964,2023-01-31,Male,24,Adolescent,Clothing,3,300,900
965,2023-11-09,Male,22,Adolescent,Clothing,4,50,200
966,2023-02-20,Male,60,Old,Electronics,2,500,1000
967,2023-04-17,Male,62,Old,Beauty,1,25,25
968,2023-11-17,Female,48,Middle Age,Clothing,3,300,900
969,2023-04-19,Female,40,Middle Age,Clothing,3,300,900
970,2023-05-16,Male,59,Old,Electronics,4,500,2000
971,2023-12-05,Female,27,Adolescent,Electronics,4,50,200
972,2023-02-11,Male,49,Middle Age,Beauty,4,25,100
973,2023-03-22,Male,60,Old,Clothing,1,50,50
974,2023-05-03,Male,47,Middle Age,Beauty,1,30,30
975,2023-03-30,Female,56,Old,Clothing,4,50,200
976,2023-10-10,Female,48,Middle Age,Beauty,2,300,600
977,2023-02-08,Female,35,Middle Age,Electronics,3,25,75
978,2023-03-22,Female,53,Middle Age,Clothing,3,50,150
979,2023-01-02,Female,19,Adolescent,Beauty,1,25,25
980,2023-07-29,Female,31,Adolescent,Electronics,3,25,75
981,2023-08-19,Female,30,Adolescent,Electronics,2,30,60
982,2023-12-19,Female,46,Middle Age,Beauty,3,30,90
983,2023-11-01,Female,29,Adolescent,Clothing,1,300,300
984,2023-08-29,Male,56,Old,Clothing,1,500,500
985,2023-05-30,Female,19,Adolescent,Electronics,2,25,50
986,2023-01-17,Female,49,Middle Age,Clothing,2,500,1000
987,2023-04-29,Female,30,Adolescent,Clothing,3,300,900
988,2023-05-28,Female,63,Old,Clothing,3,25,75
989,2023-12-28,Female,44,Middle Age,Electronics,1,25,25
990,2023-05-25,Female,58,Old,Beauty,2,500,1000
991,2023-12-26,Female,34,Middle Age,Clothing,2,50,100
992,2023-08-21,Female,57,Old,Electronics,2,30,60
993,2023-02-06,Female,48,Middle Age,Electronics,3,50,150
994,2023-12-18,Female,51,Middle Age,Beauty,2,500,1000
995,2023-04-30,Female,41,Middle Age,Clothing,1,30,30
996,2023-05-16,Male,62,Old,Clothing,1,50,50
997,2023-11-17,Male,52,Middle Age,Beauty,3,30,90
998,2023-10-29,Female,23,Adolescent,Beauty,4,25,100
999,2023-12-05,Female,36,Middle Age,Electronics,3,50,150
1000,2023-04-12,Male,47,Middle Age,Electronics,4,30,120
